,Contrast,SAT,participant,Drift Rate,Boundary Separation,Non-decision Time,Self-excitation
272,5,1,11,2.0619071902543267,5.204313411490277,0.10724978337718116,15.0
273,5,2,11,3.2447090452578053,1.9964516767152891,0.20032953236480305,15.0
274,5,3,11,3.8731714155682124,1.310554844743789,0.24859795783778504,15.0
275,5,4,11,4.889061591064258,1.3915234145752544,0.26667786788371434,15.0
276,5,5,11,3.790614151135899,1.1932084219694232,0.25327729106215946,6.657959902097978
277,1,1,12,0.0,1.110882039956468,0.10420159140637852,12.790952761097994
278,1,2,12,0.18166640324645414,1.592137167366634,0.10122719187197787,9.661882563087753
279,1,3,12,0.2551050626796327,7.832932639807106,0.14012113872813675,13.38754048483788
280,1,4,12,0.5710840458770681,6.0451021851555495,0.12798946481091328,10.914983070989145
281,1,5,12,0.6239932232386591,1.1036962422116994,0.296553456832566,5.747893232145805
282,2,1,12,0.010670469592875735,1.3358009902171712,0.1067292722055096,15.0
283,2,2,12,0.43712614366373254,2.1229453938885205,0.10114999056121138,10.721124378493792
284,2,3,12,0.9855176438139412,1.04761509026376,0.24472450807770602,8.702030007504247
285,2,4,12,1.2088995176337691,1.0284681240919284,0.2554001180534732,6.865343463109996
286,2,5,12,0.9117476112982428,1.3296112811897949,0.2551734976367576,4.952949486038041
287,3,1,12,0.09038510372535881,1.3441952931967887,0.10049260420045258,15.0
288,3,2,12,0.007330464396536995,3.030041850716805,0.10515426064302291,11.916969087021497
289,3,3,12,1.6690868966974641,1.0204696227559014,0.25697288967649023,8.241499377212227
290,3,4,12,1.2751421511747412,0.7480055124726066,0.27699452026843924,4.523589728141258
291,3,5,12,1.41856650229638,1.1603341467132564,0.29711529462285446,5.600441675058542
292,4,1,12,0.08309357244169226,1.1227778102330204,0.10666317444882667,13.745980182202164
293,4,2,12,0.4969349673915797,2.38287543351801,0.10228339967414773,10.78749958336823
294,4,3,12,2.8646389985016745,7.933978504248137,0.17479620292580578,13.651536821561168
295,4,4,12,2.76324435206262,1.2198044153070984,0.2516663036602044,7.0309533299782885
296,4,5,12,2.0047648315748665,1.1023180455033947,0.29859095373753713,6.351717152260429
297,5,1,12,0.2586356567372389,1.2704777408743126,0.10363716949536789,12.856220549339561
298,5,2,12,1.347329015739031,0.6209757482786484,0.1928228774394452,6.497757582073547
299,5,3,12,2.247432622008373,7.899765122889955,0.16524756581147632,15.0
300,5,4,12,2.6481700382609117,7.503216288991615,0.17188721904649001,13.745913153970468
301,5,5,12,3.453173341017313,1.609358878889227,0.264225200627097,5.2382141954499195
302,1,1,13,0.34466976476139255,0.8594628709464978,0.10329816108895079,5.146241700327591
303,1,2,13,0.15190448381268146,3.156488635001212,0.10312875940153421,9.833749105710394
304,1,3,13,0.2850651433117257,7.617000270462736,0.11231991910491196,12.63700799860828
305,1,4,13,0.48692504259043246,1.2372394083060771,0.17648651234000384,5.466475080428526
306,1,5,13,0.6787216931008123,1.2236526947444712,0.2528344683871896,7.2167647242914335
307,2,1,13,0.3449632735229776,1.3637716508498867,0.10682768565043516,8.800332987666575
308,2,2,13,0.7385680773191459,3.2121172640113422,0.10695241943632527,10.312607436038075
309,2,3,13,0.34128475190350277,3.747739878278752,0.1082256115339621,9.80061244931782
310,2,4,13,0.6730510320201458,4.896914288579117,0.10148895371532518,9.820143207793206
311,2,5,13,1.1641139204310846,0.7326494607592102,0.29121578538713194,5.35514730631382
312,3,1,13,0.2163937137685492,0.9414869948707305,0.10440956593962691,5.795979489341759
313,3,2,13,0.702722443444871,2.756391141392557,0.10522271356551366,9.263341326118383
314,3,3,13,1.463935122187778,2.5692495032465823,0.16922832134703458,9.33489717711751
315,3,4,13,0.7977324946284343,3.5498554020679958,0.126454085572557,8.918076671107762
316,3,5,13,1.2858741392839577,0.9227612214627823,0.2731022138309248,5.59058339761939
317,4,1,13,0.2553454734070164,1.5367614516002073,0.10890265398328508,9.5940038060562
318,4,2,13,0.8635824496631089,2.8226189037811746,0.10655163273536722,9.46992180409256
319,4,3,13,1.683928911488203,1.0696479914052293,0.23981124557135236,8.137283974304369
320,4,4,13,1.2532612207518832,6.43603264922243,0.10713902081155185,10.505841490550402
321,4,5,13,2.1570509075047264,0.753495557923245,0.312855771243831,6.507058654285208
322,5,1,13,0.4432078290056738,1.3262725494832628,0.1056828840025269,8.958923026863156
323,5,2,13,1.1477821621077082,2.5825327168065098,0.10156435714469642,8.619017116093822
324,5,3,13,1.5801846729864002,2.949681073943654,0.11163732938708176,8.291022566065863
325,5,4,13,2.3961229272279168,4.19315417298733,0.10447128169845848,8.001962314323528
326,5,5,13,2.194625934492663,0.5050768866759694,0.30415683096601864,-7.714956322565723
327,1,1,14,1.2028757102427776,0.5057965491577785,0.20100616960418277,15.0
328,1,2,14,0.4006135678170573,0.5014705527502845,0.21209019077032548,14.400084025939728
329,1,3,14,0.2899928247502139,0.5055042633421278,0.20294653634916987,4.437137228485976
330,1,4,14,0.09844319081212141,0.5025117312264782,0.20526577958407166,1.7476222254078277
331,1,5,14,0.5322935974879415,1.7151974517059068,0.1057824603332087,5.00550356789131
332,2,1,14,0.08522119538558383,0.5064889530228132,0.21569444710068802,15.0
333,2,2,14,1.18789843028424,0.505219231825544,0.2064412957975882,12.940712578304305
334,2,3,14,0.08245208585041765,0.5069269115492379,0.19169226019072838,4.759865799600366
335,2,4,14,0.4913198245444239,0.896933555104007,0.13860896841180054,5.555991700359439
336,2,5,14,0.5015115007733331,0.9403588876118807,0.1002641450758408,3.6879310764391784
